name,X,Y,Z,Soil_ID,,,,,
441G,685951.9959,1298120.357,735.704,2,,,,,
441G,685951.9959,1298120.357,735.604,3,,,,,
441G,685951.9959,1298120.357,450,3,,,,,
442G,685970.3388,1336205.864,652,1,,,,,
442G,685970.3388,1336205.864,624.568,3,,,,,
442G,685970.3388,1336205.864,621.52,2,,,,,
442G,685970.3388,1336205.864,621.42,3,,,,,
442G,685970.3388,1336205.864,450,3,,,,,
443G,685975.6173,1312955.898,771,1,,,,,
443G,685975.6173,1312955.898,764.904,3,,,,,
443G,685975.6173,1312955.898,679.56,2,,,,,
443G,685975.6173,1312955.898,679.46,3,,,,,
443G,685975.6173,1312955.898,450,3,,,,,
444G,685982.0848,1290316.727,966,1,,,,,
444G,685982.0848,1290316.727,947.712,3,,,,,
444G,685982.0848,1290316.727,859.32,2,,,,,
444G,685982.0848,1290316.727,859.22,3,,,,,
444G,685982.0848,1290316.727,450,3,,,,,
445G,685986.6977,1291404.556,1065,1,,,,,
445G,685986.6977,1291404.556,1058.904,3,,,,,
445G,685986.6977,1291404.556,933.936,2,,,,,
445G,685986.6977,1291404.556,933.836,3,,,,,
445G,685986.6977,1291404.556,450,3,,,,,
446G,685989.5142,1306878.39,776,1,,,,,
446G,685989.5142,1306878.39,751.616,3,,,,,
446G,685989.5142,1306878.39,693.704,2,,,,,
446G,685989.5142,1306878.39,693.604,3,,,,,
446G,685989.5142,1306878.39,450,3,,,,,
447G,686024.8509,1321971.162,719,1,,,,,
447G,686024.8509,1321971.162,694.616,3,,,,,
447G,686024.8509,1321971.162,694.616,2,,,,,
447G,686024.8509,1321971.162,694.516,3,,,,,
447G,686024.8509,1321971.162,606.224,2,,,,,
447G,686024.8509,1321971.162,606.124,3,,,,,
447G,686024.8509,1321971.162,450,3,,,,,
448G,686074.5991,1336935.949,665,1,,,,,
448G,686074.5991,1336935.949,640.616,3,,,,,
448G,686074.5991,1336935.949,582.704,2,,,,,
448G,686074.5991,1336935.949,582.604,3,,,,,
448G,686074.5991,1336935.949,450,3,,,,,
449G,686101.1282,1305484.439,778,1,,,,,
449G,686101.1282,1305484.439,765.808,3,,,,,
449G,686101.1282,1305484.439,704.848,2,,,,,
449G,686101.1282,1305484.439,704.748,3,,,,,
449G,686101.1282,1305484.439,450,3,,,,,
450G,686129.3702,1301098.707,822,1,,,,,
450G,686129.3702,1301098.707,797.616,3,,,,,
450G,686129.3702,1301098.707,736.656,2,,,,,
450G,686129.3702,1301098.707,736.556,3,,,,,
450G,686129.3702,1301098.707,450,3,,,,,
451G,686145.3827,1329826.968,700,1,,,,,
451G,686145.3827,1329826.968,678.664,3,,,,,
451G,686145.3827,1329826.968,645.136,2,,,,,
451G,686145.3827,1329826.968,645.136,3,,,,,
451G,686145.3827,1329826.968,645.036,2,,,,,
451G,686145.3827,1329826.968,645.036,3,,,,,
451G,686145.3827,1329826.968,450,3,,,,,
452G,686162.2644,1303591.117,791,1,,,,,
452G,686162.2644,1303591.117,766.616,3,,,,,
452G,686162.2644,1303591.117,708.704,2,,,,,
452G,686162.2644,1303591.117,708.604,3,,,,,
452G,686162.2644,1303591.117,450,3,,,,,
453G,686186.913,1307698.203,769,1,,,,,
453G,686186.913,1307698.203,744.616,3,,,,,
453G,686186.913,1307698.203,741.568,2,,,,,
453G,686186.913,1307698.203,741.468,3,,,,,
453G,686186.913,1307698.203,450,3,,,,,
454G,686202.6035,1337369.768,664,1,,,,,
454G,686202.6035,1337369.768,645.712,3,,,,,
454G,686202.6035,1337369.768,645.712,2,,,,,
454G,686202.6035,1337369.768,645.612,3,,,,,
454G,686202.6035,1337369.768,450,3,,,,,
455G,686235.5236,1335691.986,656,1,,,,,
455G,686235.5236,1335691.986,631.616,3,,,,,
455G,686235.5236,1335691.986,625.52,2,,,,,
455G,686235.5236,1335691.986,625.42,3,,,,,
455G,686235.5236,1335691.986,450,3,,,,,
456G,686241.2477,1308259.844,770,1,,,,,
456G,686241.2477,1308259.844,748.664,3,,,,,
456G,686241.2477,1308259.844,742.568,2,,,,,
456G,686241.2477,1308259.844,742.468,3,,,,,
456G,686241.2477,1308259.844,450,3,,,,,
457G,686289.0859,1316563.076,759,1,,,,,
457G,686289.0859,1316563.076,746.808,3,,,,,
457G,686289.0859,1316563.076,630.984,2,,,,,
457G,686289.0859,1316563.076,630.884,3,,,,,
457G,686289.0859,1316563.076,450,3,,,,,
458G,686301.9975,1331054.724,696,1,,,,,
458G,686301.9975,1331054.724,683.808,3,,,,,
458G,686301.9975,1331054.724,665.52,2,,,,,
458G,686301.9975,1331054.724,665.42,3,,,,,
458G,686301.9975,1331054.724,595.416,2,,,,,
458G,686301.9975,1331054.724,595.316,3,,,,,
458G,686301.9975,1331054.724,450,3,,,,,
459G,686331.4454,1311553.174,770,1,,,,,
459G,686331.4454,1311553.174,757.808,3,,,,,
459G,686331.4454,1311553.174,672.464,2,,,,,
459G,686331.4454,1311553.174,672.364,3,,,,,
459G,686331.4454,1311553.174,450,3,,,,,
460G,686387.726,1313653.392,759,1,,,,,
460G,686387.726,1313653.392,746.808,3,,,,,
460G,686387.726,1313653.392,646.224,2,,,,,
460G,686387.726,1313653.392,646.124,3,,,,,
460G,686387.726,1313653.392,450,3,,,,,
461G,686406.7484,1309436.604,776,1,,,,,
461G,686406.7484,1309436.604,757.712,3,,,,,
461G,686406.7484,1309436.604,721.136,2,,,,,
461G,686406.7484,1309436.604,721.036,3,,,,,
461G,686406.7484,1309436.604,678.464,2,,,,,
461G,686406.7484,1309436.604,678.364,3,,,,,
461G,686406.7484,1309436.604,450,3,,,,,
462G,686406.8261,1310678.452,776,1,,,,,
462G,686406.8261,1310678.452,763.808,3,,,,,
462G,686406.8261,1310678.452,711.992,2,,,,,
462G,686406.8261,1310678.452,711.892,3,,,,,
462G,686406.8261,1310678.452,666.272,2,,,,,
462G,686406.8261,1310678.452,666.172,3,,,,,
462G,686406.8261,1310678.452,450,3,,,,,
463G,686421.955,1297005.057,827,1,,,,,
463G,686421.955,1297005.057,808.712,3,,,,,
463G,686421.955,1297005.057,744.704,2,,,,,
463G,686421.955,1297005.057,744.604,3,,,,,
463G,686421.955,1297005.057,450,3,,,,,
464G,686425.8809,1290806.649,994,1,,,,,
464G,686425.8809,1290806.649,981.808,3,,,,,
464G,686425.8809,1290806.649,920.848,2,,,,,
464G,686425.8809,1290806.649,920.748,3,,,,,
464G,686425.8809,1290806.649,896.464,2,,,,,
464G,686425.8809,1290806.649,896.364,3,,,,,
464G,686425.8809,1290806.649,450,3,,,,,
465G,686443.508,1328057.376,700,1,,,,,
465G,686443.508,1328057.376,681.712,3,,,,,
465G,686443.508,1328057.376,602.464,2,,,,,
465G,686443.508,1328057.376,602.364,3,,,,,
465G,686443.508,1328057.376,450,3,,,,,
466G,686459.9617,1295538.305,849,1,,,,,
466G,686459.9617,1295538.305,824.616,3,,,,,
466G,686459.9617,1295538.305,800.232,2,,,,,
466G,686459.9617,1295538.305,800.132,3,,,,,
466G,686459.9617,1295538.305,450,3,,,,,
467G,686468.2875,1336650.384,658,1,,,,,
467G,686468.2875,1336650.384,630.568,3,,,,,
467G,686468.2875,1336650.384,627.52,2,,,,,
467G,686468.2875,1336650.384,627.42,3,,,,,
467G,686468.2875,1336650.384,450,3,,,,,
468G,686468.6293,1337693.039,662,1,,,,,
468G,686468.6293,1337693.039,640.664,3,,,,,
468G,686468.6293,1337693.039,637.616,2,,,,,
468G,686468.6293,1337693.039,637.516,3,,,,,
468G,686468.6293,1337693.039,450,3,,,,,
469G,686485.8082,1323740.263,713,1,,,,,
469G,686485.8082,1323740.263,694.712,3,,,,,
469G,686485.8082,1323740.263,539.264,2,,,,,
469G,686485.8082,1323740.263,539.164,3,,,,,
469G,686485.8082,1323740.263,450,3,,,,,
470G,686493.1524,1327014.557,696,1,,,,,
470G,686493.1524,1327014.557,674.664,3,,,,,
470G,686493.1524,1327014.557,659.424,2,,,,,
470G,686493.1524,1327014.557,659.324,3,,,,,
470G,686493.1524,1327014.557,450,3,,,,,
471G,686540.8065,1299207.441,824,1,,,,,
471G,686540.8065,1299207.441,811.808,3,,,,,
471G,686540.8065,1299207.441,769.136,2,,,,,
471G,686540.8065,1299207.441,769.036,3,,,,,
471G,686540.8065,1299207.441,450,3,,,,,
472G,686564.0702,1338725.778,683,1,,,,,
472G,686564.0702,1338725.778,670.808,3,,,,,
472G,686564.0702,1338725.778,585.464,2,,,,,
472G,686564.0702,1338725.778,585.364,3,,,,,
472G,686564.0702,1338725.778,450,3,,,,,
473G,686564.3136,1329083.161,689,1,,,,,
473G,686564.3136,1329083.161,670.712,3,,,,,
473G,686564.3136,1329083.161,606.704,2,,,,,
473G,686564.3136,1329083.161,606.604,3,,,,,
473G,686564.3136,1329083.161,450,3,,,,,
474G,686593.2792,1335925.16,664,1,,,,,
474G,686593.2792,1335925.16,633.52,3,,,,,
474G,686593.2792,1335925.16,566.464,2,,,,,
474G,686593.2792,1335925.16,566.364,3,,,,,
474G,686593.2792,1335925.16,450,3,,,,,
475G,686607.2305,1293991.122,861,1,,,,,
475G,686607.2305,1293991.122,836.616,3,,,,,
475G,686607.2305,1293991.122,778.704,2,,,,,
475G,686607.2305,1293991.122,778.604,3,,,,,
475G,686607.2305,1293991.122,450,3,,,,,
476G,686614.7555,1337050.745,668,1,,,,,
476G,686614.7555,1337050.745,643.616,3,,,,,
476G,686614.7555,1337050.745,631.424,2,,,,,
476G,686614.7555,1337050.745,631.324,3,,,,,
476G,686614.7555,1337050.745,450,3,,,,,
477G,686619.0626,1320446.178,722,1,,,,,
477G,686619.0626,1320446.178,706.76,3,,,,,
477G,686619.0626,1320446.178,548.264,2,,,,,
477G,686619.0626,1320446.178,548.164,3,,,,,
477G,686619.0626,1320446.178,450,3,,,,,
478G,686638.2925,1322526.29,736,1,,,,,
478G,686638.2925,1322526.29,713.14,3,,,,,
478G,686638.2925,1322526.29,708.568,2,,,,,
478G,686638.2925,1322526.29,708.468,3,,,,,
478G,686638.2925,1322526.29,450,3,,,,,
479G,686643.1353,1307994.217,772,1,,,,,
479G,686643.1353,1307994.217,747.616,3,,,,,
479G,686643.1353,1307994.217,735.424,2,,,,,
479G,686643.1353,1307994.217,735.324,3,,,,,
479G,686643.1353,1307994.217,450,3,,,,,
480G,686644.891,1308550.727,766,1,,,,,
480G,686644.891,1308550.727,753.808,3,,,,,
480G,686644.891,1308550.727,637.984,2,,,,,
480G,686644.891,1308550.727,637.884,3,,,,,
480G,686644.891,1308550.727,450,3,,,,,
481G,686653.1641,1314494.742,751,1,,,,,
481G,686653.1641,1314494.742,732.712,3,,,,,
481G,686653.1641,1314494.742,683.944,2,,,,,
481G,686653.1641,1314494.742,683.844,3,,,,,
481G,686653.1641,1314494.742,677.848,2,,,,,
481G,686653.1641,1314494.742,677.748,3,,,,,
481G,686653.1641,1314494.742,450,3,,,,,
482G,686696.1792,1336267.687,664,1,,,,,
482G,686696.1792,1336267.687,639.616,3,,,,,
482G,686696.1792,1336267.687,639.516,2,,,,,
482G,686696.1792,1336267.687,633.52,3,,,,,
482G,686696.1792,1336267.687,627.424,2,,,,,
482G,686696.1792,1336267.687,627.324,3,,,,,
482G,686696.1792,1336267.687,450,3,,,,,
483G,686697.7493,1340216.601,646,1,,,,,
483G,686697.7493,1340216.601,633.808,3,,,,,
483G,686697.7493,1340216.601,563.704,2,,,,,
483G,686697.7493,1340216.601,563.604,3,,,,,
483G,686697.7493,1340216.601,450,3,,,,,
484G,686767.6321,1317981.082,748,1,,,,,
484G,686767.6321,1317981.082,732.76,3,,,,,
484G,686767.6321,1317981.082,574.264,2,,,,,
484G,686767.6321,1317981.082,574.164,3,,,,,
484G,686767.6321,1317981.082,450,3,,,,,
485G,686769.6485,1306544.659,781,1,,,,,
485G,686769.6485,1306544.659,762.712,3,,,,,
485G,686769.6485,1306544.659,713.944,2,,,,,
485G,686769.6485,1306544.659,713.844,3,,,,,
485G,686769.6485,1306544.659,450,3,,,,,
486G,686811.4678,1309931.141,768,1,,,,,
486G,686811.4678,1309931.141,761.904,3,,,,,
486G,686811.4678,1309931.141,731.424,2,,,,,
486G,686811.4678,1309931.141,731.324,3,,,,,
486G,686811.4678,1309931.141,450,3,,,,,
487G,686843.1207,1303431.667,804,1,,,,,
487G,686843.1207,1303431.667,791.808,3,,,,,
487G,686843.1207,1303431.667,749.136,2,,,,,
487G,686843.1207,1303431.667,749.036,3,,,,,
487G,686843.1207,1303431.667,675.984,2,,,,,
487G,686843.1207,1303431.667,675.884,3,,,,,
487G,686843.1207,1303431.667,450,3,,,,,
488G,686873.8704,1321675.691,731,1,,,,,
488G,686873.8704,1321675.691,712.712,3,,,,,
488G,686873.8704,1321675.691,700.52,2,,,,,
488G,686873.8704,1321675.691,700.42,3,,,,,
488G,686873.8704,1321675.691,602.984,2,,,,,
488G,686873.8704,1321675.691,602.884,3,,,,,
488G,686873.8704,1321675.691,450,3,,,,,
489G,686883.7421,1337416.7,671,1,,,,,
489G,686883.7421,1337416.7,643.568,3,,,,,
489G,686883.7421,1337416.7,634.424,2,,,,,
489G,686883.7421,1337416.7,634.324,3,,,,,
489G,686883.7421,1337416.7,450,3,,,,,
490G,686899.4152,1331853.357,687,1,,,,,
490G,686899.4152,1331853.357,665.664,3,,,,,
490G,686899.4152,1331853.357,583.368,2,,,,,
490G,686899.4152,1331853.357,583.268,3,,,,,
490G,686899.4152,1331853.357,450,3,,,,,
491G,686949.3343,1313228.288,755,1,,,,,
491G,686949.3343,1313228.288,748.904,3,,,,,
491G,686949.3343,1313228.288,663.56,2,,,,,
491G,686949.3343,1313228.288,663.46,3,,,,,
491G,686949.3343,1313228.288,450,3,,,,,
492G,686952.0759,1305966.846,794,1,,,,,
492G,686952.0759,1305966.846,775.712,3,,,,,
492G,686952.0759,1305966.846,696.464,2,,,,,
492G,686952.0759,1305966.846,696.364,3,,,,,
492G,686952.0759,1305966.846,450,3,,,,,
493G,686961.7322,1295994.247,826,1,,,,,
493G,686961.7322,1295994.247,801.616,3,,,,,
493G,686961.7322,1295994.247,752.848,2,,,,,
493G,686961.7322,1295994.247,752.748,3,,,,,
493G,686961.7322,1295994.247,450,3,,,,,
494G,686974.4978,1304703.721,791,1,,,,,
494G,686974.4978,1304703.721,772.712,3,,,,,
494G,686974.4978,1304703.721,708.704,2,,,,,
494G,686974.4978,1304703.721,708.604,3,,,,,
494G,686974.4978,1304703.721,450,3,,,,,
495G,686984.8277,1305319.413,791,1,,,,,
495G,686984.8277,1305319.413,772.712,3,,,,,
495G,686984.8277,1305319.413,717.848,2,,,,,
495G,686984.8277,1305319.413,717.748,3,,,,,
495G,686984.8277,1305319.413,687.368,2,,,,,
495G,686984.8277,1305319.413,687.268,3,,,,,
495G,686984.8277,1305319.413,450,3,,,,,
496G,686990.37,1335346.137,664,1,,,,,
496G,686990.37,1335346.137,642.664,3,,,,,
496G,686990.37,1335346.137,627.424,2,,,,,
496G,686990.37,1335346.137,627.324,3,,,,,
496G,686990.37,1335346.137,450,3,,,,,
497G,686994.8692,1307580.353,773,1,,,,,
497G,686994.8692,1307580.353,748.616,3,,,,,
497G,686994.8692,1307580.353,699.848,2,,,,,
497G,686994.8692,1307580.353,699.748,3,,,,,
497G,686994.8692,1307580.353,450,3,,,,,
498G,687002.9767,1332780.74,689,1,,,,,
498G,687002.9767,1332780.74,676.808,3,,,,,
498G,687002.9767,1332780.74,579.272,2,,,,,
498G,687002.9767,1332780.74,579.172,3,,,,,
498G,687002.9767,1332780.74,450,3,,,,,
499G,687065.7664,1326803.296,692,1,,,,,
499G,687065.7664,1326803.296,667.616,3,,,,,
499G,687065.7664,1326803.296,597.512,2,,,,,
499G,687065.7664,1326803.296,597.412,3,,,,,
499G,687065.7664,1326803.296,450,3,,,,,
500G,687066.9067,1336449.07,664,1,,,,,
500G,687066.9067,1336449.07,639.616,3,,,,,
500G,687066.9067,1336449.07,612.184,2,,,,,
500G,687066.9067,1336449.07,612.084,3,,,,,
500G,687066.9067,1336449.07,450,3,,,,,
501G,687154.3552,1329472.289,683,1,,,,,
501G,687154.3552,1329472.289,670.808,3,,,,,
501G,687154.3552,1329472.289,600.704,2,,,,,
501G,687154.3552,1329472.289,600.604,3,,,,,
501G,687154.3552,1329472.289,450,3,,,,,
502G,687155.1018,1330827.911,693,1,,,,,
502G,687155.1018,1330827.911,674.712,3,,,,,
502G,687155.1018,1330827.911,638.136,2,,,,,
502G,687155.1018,1330827.911,638.036,3,,,,,
502G,687155.1018,1330827.911,610.704,2,,,,,
502G,687155.1018,1330827.911,610.604,3,,,,,
502G,687155.1018,1330827.911,450,3,,,,,
503G,687172.5113,1314923.06,761,1,,,,,
503G,687172.5113,1314923.06,736.616,3,,,,,
503G,687172.5113,1314923.06,693.944,2,,,,,
503G,687172.5113,1314923.06,693.844,3,,,,,
503G,687172.5113,1314923.06,687.848,2,,,,,
503G,687172.5113,1314923.06,687.748,3,,,,,
503G,687172.5113,1314923.06,450,3,,,,,
504G,687173.2325,1293144.001,909,1,,,,,
504G,687173.2325,1293144.001,890.712,3,,,,,
504G,687173.2325,1293144.001,835.848,2,,,,,
504G,687173.2325,1293144.001,835.748,3,,,,,
504G,687173.2325,1293144.001,450,3,,,,,
505G,687181.7432,1312564.9,766,1,,,,,
505G,687181.7432,1312564.9,747.712,3,,,,,
505G,687181.7432,1312564.9,637.984,2,,,,,
505G,687181.7432,1312564.9,637.884,3,,,,,
505G,687181.7432,1312564.9,450,3,,,,,
506G,687195.6489,1330234.596,683,1,,,,,
506G,687195.6489,1330234.596,664.712,3,,,,,
506G,687195.6489,1330234.596,609.848,2,,,,,
506G,687195.6489,1330234.596,609.748,3,,,,,
506G,687195.6489,1330234.596,450,3,,,,,
507G,687198.9774,1302134.346,844,1,,,,,
507G,687198.9774,1302134.346,819.616,3,,,,,
507G,687198.9774,1302134.346,807.424,2,,,,,
507G,687198.9774,1302134.346,807.324,3,,,,,
507G,687198.9774,1302134.346,715.984,2,,,,,
507G,687198.9774,1302134.346,715.884,3,,,,,
507G,687198.9774,1302134.346,450,3,,,,,
508G,687202.8769,1339505.072,649,1,,,,,
508G,687202.8769,1339505.072,630.712,3,,,,,
508G,687202.8769,1339505.072,569.752,2,,,,,
508G,687202.8769,1339505.072,569.652,3,,,,,
508G,687202.8769,1339505.072,450,3,,,,,
509G,687205.2243,1314028.868,751,1,,,,,
509G,687205.2243,1314028.868,732.712,3,,,,,
509G,687205.2243,1314028.868,668.704,2,,,,,
509G,687205.2243,1314028.868,668.704,3,,,,,
509G,687205.2243,1314028.868,668.604,2,,,,,
509G,687205.2243,1314028.868,668.604,3,,,,,
509G,687205.2243,1314028.868,450,3,,,,,
510G,687209.299,1296933.678,829,1,,,,,
510G,687209.299,1296933.678,804.616,3,,,,,
510G,687209.299,1296933.678,804.516,2,,,,,
510G,687209.299,1296933.678,792.424,3,,,,,
510G,687209.299,1296933.678,755.848,2,,,,,
510G,687209.299,1296933.678,755.748,3,,,,,
510G,687209.299,1296933.678,450,3,,,,,
511G,687286.6242,1298354.105,835,1,,,,,
511G,687286.6242,1298354.105,810.616,3,,,,,
511G,687286.6242,1298354.105,737.464,2,,,,,
511G,687286.6242,1298354.105,737.364,3,,,,,
511G,687286.6242,1298354.105,450,3,,,,,
512G,687290.7428,1322095.958,743,1,,,,,
512G,687290.7428,1322095.958,724.712,3,,,,,
512G,687290.7428,1322095.958,706.424,2,,,,,
512G,687290.7428,1322095.958,706.324,3,,,,,
512G,687290.7428,1322095.958,596.696,2,,,,,
512G,687290.7428,1322095.958,596.596,3,,,,,
512G,687290.7428,1322095.958,450,3,,,,,
513G,687343.432,1333137.318,679,1,,,,,
513G,687343.432,1333137.318,660.712,3,,,,,
513G,687343.432,1333137.318,596.704,2,,,,,
513G,687343.432,1333137.318,596.604,3,,,,,
513G,687343.432,1333137.318,450,3,,,,,
514G,687359.8542,1332488.129,681,1,,,,,
514G,687359.8542,1332488.129,662.712,3,,,,,
514G,687359.8542,1332488.129,574.32,2,,,,,
514G,687359.8542,1332488.129,574.22,3,,,,,
514G,687359.8542,1332488.129,450,3,,,,,
515G,687404.9353,1299804.879,851,1,,,,,
515G,687404.9353,1299804.879,837.284,3,,,,,
515G,687404.9353,1299804.879,768.704,2,,,,,
515G,687404.9353,1299804.879,768.604,3,,,,,
515G,687404.9353,1299804.879,450,3,,,,,
516G,687413.5531,1295274.917,842,1,,,,,
516G,687413.5531,1295274.917,817.616,3,,,,,
516G,687413.5531,1295274.917,750.56,2,,,,,
516G,687413.5531,1295274.917,750.46,3,,,,,
516G,687413.5531,1295274.917,450,3,,,,,
517G,687422.3495,1335857.675,664,1,,,,,
517G,687422.3495,1335857.675,633.52,3,,,,,
517G,687422.3495,1335857.675,633.52,2,,,,,
517G,687422.3495,1335857.675,633.42,3,,,,,
517G,687422.3495,1335857.675,450,3,,,,,
518G,687428.8339,1318855.538,746,1,,,,,
518G,687428.8339,1318855.538,721.616,3,,,,,
518G,687428.8339,1318855.538,617.984,2,,,,,
518G,687428.8339,1318855.538,617.884,3,,,,,
518G,687428.8339,1318855.538,450,3,,,,,
519G,687433.9064,1306981.269,775,1,,,,,
519G,687433.9064,1306981.269,753.664,3,,,,,
519G,687433.9064,1306981.269,677.464,2,,,,,
519G,687433.9064,1306981.269,677.364,3,,,,,
519G,687433.9064,1306981.269,450,3,,,,,
520G,687550.7868,1314422.993,759,1,,,,,
520G,687550.7868,1314422.993,740.712,3,,,,,
520G,687550.7868,1314422.993,676.704,2,,,,,
520G,687550.7868,1314422.993,676.604,3,,,,,
520G,687550.7868,1314422.993,667.56,2,,,,,
520G,687550.7868,1314422.993,667.46,3,,,,,
520G,687550.7868,1314422.993,450,3,,,,,
521G,687557.0833,1308902.576,775,1,,,,,
521G,687557.0833,1308902.576,750.616,3,,,,,
521G,687557.0833,1308902.576,738.424,2,,,,,
521G,687557.0833,1308902.576,738.324,3,,,,,
521G,687557.0833,1308902.576,650.032,2,,,,,
521G,687557.0833,1308902.576,649.932,3,,,,,
521G,687557.0833,1308902.576,450,3,,,,,
522G,687627.4737,1328564.363,688,1,,,,,
522G,687627.4737,1328564.363,663.616,3,,,,,
522G,687627.4737,1328564.363,617.896,2,,,,,
522G,687627.4737,1328564.363,617.796,3,,,,,
522G,687627.4737,1328564.363,450,3,,,,,
523G,687643.7797,1326293.783,710,1,,,,,
523G,687643.7797,1326293.783,691.712,3,,,,,
523G,687643.7797,1326293.783,597.224,2,,,,,
523G,687643.7797,1326293.783,597.124,3,,,,,
523G,687643.7797,1326293.783,450,3,,,,,
524G,687648.885,1308136.993,774,1,,,,,
524G,687648.885,1308136.993,749.616,3,,,,,
524G,687648.885,1308136.993,676.464,2,,,,,
524G,687648.885,1308136.993,676.364,3,,,,,
524G,687648.885,1308136.993,450,3,,,,,
525G,687665.199,1325431.567,715,1,,,,,
525G,687665.199,1325431.567,690.616,3,,,,,
525G,687665.199,1325431.567,650.992,2,,,,,
525G,687665.199,1325431.567,650.892,3,,,,,
525G,687665.199,1325431.567,571.744,2,,,,,
525G,687665.199,1325431.567,571.644,3,,,,,
525G,687665.199,1325431.567,450,3,,,,,
526G,687681.8654,1332832.049,674,1,,,,,
526G,687681.8654,1332832.049,655.712,3,,,,,
526G,687681.8654,1332832.049,576.464,2,,,,,
526G,687681.8654,1332832.049,576.364,3,,,,,
526G,687681.8654,1332832.049,450,3,,,,,
527G,687748.9822,1331084.878,677,1,,,,,
527G,687748.9822,1331084.878,652.616,3,,,,,
527G,687748.9822,1331084.878,555.08,2,,,,,
527G,687748.9822,1331084.878,554.98,3,,,,,
527G,687748.9822,1331084.878,450,3,,,,,
528G,687759.8871,1305660.164,787,1,,,,,
528G,687759.8871,1305660.164,768.712,3,,,,,
528G,687759.8871,1305660.164,704.704,2,,,,,
528G,687759.8871,1305660.164,704.604,3,,,,,
528G,687759.8871,1305660.164,450,3,,,,,
529G,687766.7574,1302446.322,823,1,,,,,
529G,687766.7574,1302446.322,798.616,3,,,,,
529G,687766.7574,1302446.322,780.328,2,,,,,
529G,687766.7574,1302446.322,780.228,3,,,,,
529G,687766.7574,1302446.322,691.936,2,,,,,
529G,687766.7574,1302446.322,691.836,3,,,,,
529G,687766.7574,1302446.322,450,3,,,,,
530G,687811.7171,1311912.105,762,1,,,,,
530G,687811.7171,1311912.105,749.808,3,,,,,
530G,687811.7171,1311912.105,573.024,2,,,,,
530G,687811.7171,1311912.105,572.924,3,,,,,
530G,687811.7171,1311912.105,450,3,,,,,
531G,687813.4859,1299055.781,849,1,,,,,
531G,687813.4859,1299055.781,830.712,3,,,,,
531G,687813.4859,1299055.781,812.424,2,,,,,
531G,687813.4859,1299055.781,812.324,3,,,,,
531G,687813.4859,1299055.781,450,3,,,,,
532G,687813.6811,1304016.745,799,1,,,,,
532G,687813.6811,1304016.745,780.712,3,,,,,
532G,687813.6811,1304016.745,701.464,2,,,,,
532G,687813.6811,1304016.745,701.364,3,,,,,
532G,687813.6811,1304016.745,640.504,2,,,,,
532G,687813.6811,1304016.745,640.404,3,,,,,
532G,687813.6811,1304016.745,450,3,,,,,
533G,687830.5679,1336662.305,673,1,,,,,
533G,687830.5679,1336662.305,648.616,3,,,,,
533G,687830.5679,1336662.305,590.704,2,,,,,
533G,687830.5679,1336662.305,590.604,3,,,,,
533G,687830.5679,1336662.305,450,3,,,,,
534G,687863.1313,1327427.565,688,1,,,,,
534G,687863.1313,1327427.565,666.664,3,,,,,
534G,687863.1313,1327427.565,559.984,2,,,,,
534G,687863.1313,1327427.565,559.884,3,,,,,
534G,687863.1313,1327427.565,450,3,,,,,
535G,687886.0325,1291620.775,911,1,,,,,
535G,687886.0325,1291620.775,886.616,3,,,,,
535G,687886.0325,1291620.775,862.232,2,,,,,
535G,687886.0325,1291620.775,862.132,3,,,,,
535G,687886.0325,1291620.775,813.464,2,,,,,
535G,687886.0325,1291620.775,813.364,3,,,,,
535G,687886.0325,1291620.775,450,3,,,,,
536G,687891.0478,1294109.075,855,1,,,,,
536G,687891.0478,1294109.075,842.808,3,,,,,
536G,687891.0478,1294109.075,824.52,2,,,,,
536G,687891.0478,1294109.075,824.42,3,,,,,
536G,687891.0478,1294109.075,450,3,,,,,
537G,687909.821,1319434.846,744,1,,,,,
537G,687909.821,1319434.846,737.904,3,,,,,
537G,687909.821,1319434.846,579.408,2,,,,,
537G,687909.821,1319434.846,579.308,3,,,,,
537G,687909.821,1319434.846,450,3,,,,,
538G,687921.7333,1329871.491,674,1,,,,,
538G,687921.7333,1329871.491,649.616,3,,,,,
538G,687921.7333,1329871.491,591.704,2,,,,,
538G,687921.7333,1329871.491,591.604,3,,,,,
538G,687921.7333,1329871.491,450,3,,,,,
539G,687955.214,1297529.835,821,1,,,,,
539G,687955.214,1297529.835,796.616,3,,,,,
539G,687955.214,1297529.835,790.52,2,,,,,
539G,687955.214,1297529.835,790.42,3,,,,,
539G,687955.214,1297529.835,738.704,2,,,,,
539G,687955.214,1297529.835,738.604,3,,,,,
539G,687955.214,1297529.835,450,3,,,,,
540G,688036.4118,1303352.519,811,1,,,,,
540G,688036.4118,1303352.519,798.808,3,,,,,
540G,688036.4118,1303352.519,637.264,2,,,,,
540G,688036.4118,1303352.519,637.164,3,,,,,
540G,688036.4118,1303352.519,450,3,,,,,
541G,688037.2891,1296215.668,841,1,,,,,
541G,688037.2891,1296215.668,810.52,3,,,,,
541G,688037.2891,1296215.668,810.52,2,,,,,
541G,688037.2891,1296215.668,810.42,3,,,,,
541G,688037.2891,1296215.668,743.464,2,,,,,
541G,688037.2891,1296215.668,743.364,3,,,,,
541G,688037.2891,1296215.668,450,3,,,,,
542G,688061.749,1313650.704,764,1,,,,,
542G,688061.749,1313650.704,751.808,3,,,,,
