name,X,Y,Z,Soil_ID,,,,,
196G,680304.9008,1296728.437,846,1,,,,,
196G,680304.9008,1296728.437,821.616,3,,,,,
196G,680304.9008,1296728.437,763.704,2,,,,,
196G,680304.9008,1296728.437,763.604,3,,,,,
196G,680304.9008,1296728.437,450,3,,,,,
197G,680318.6794,1319759.606,754,1,,,,,
197G,680318.6794,1319759.606,740.284,3,,,,,
197G,680318.6794,1319759.606,729.616,2,,,,,
197G,680318.6794,1319759.606,729.516,3,,,,,
197G,680318.6794,1319759.606,580.264,2,,,,,
197G,680318.6794,1319759.606,580.164,3,,,,,
197G,680318.6794,1319759.606,450,3,,,,,
198G,680339.489,1311267.909,790,1,,,,,
198G,680339.489,1311267.909,771.712,3,,,,,
198G,680339.489,1311267.909,570.544,2,,,,,
198G,680339.489,1311267.909,570.444,3,,,,,
198G,680339.489,1311267.909,450,3,,,,,
199G,680367.5256,1335341.251,672,1,,,,,
199G,680367.5256,1335341.251,647.616,3,,,,,
199G,680367.5256,1335341.251,644.568,2,,,,,
199G,680367.5256,1335341.251,644.468,3,,,,,
199G,680367.5256,1335341.251,450,3,,,,,
200G,680398.5078,1293829.399,875,1,,,,,
200G,680398.5078,1293829.399,850.616,3,,,,,
200G,680398.5078,1293829.399,850.616,2,,,,,
200G,680398.5078,1293829.399,850.516,3,,,,,
200G,680398.5078,1293829.399,450,3,,,,,
201G,680443.3153,1307924.003,828,1,,,,,
201G,680443.3153,1307924.003,803.616,3,,,,,
201G,680443.3153,1307924.003,773.136,2,,,,,
201G,680443.3153,1307924.003,773.036,3,,,,,
201G,680443.3153,1307924.003,450,3,,,,,
202G,680448.0986,1313301.243,783,1,,,,,
202G,680448.0986,1313301.243,776.904,3,,,,,
202G,680448.0986,1313301.243,658.032,2,,,,,
202G,680448.0986,1313301.243,657.932,3,,,,,
202G,680448.0986,1313301.243,450,3,,,,,
203G,680468.5402,1305802.993,830,1,,,,,
203G,680468.5402,1305802.993,805.616,3,,,,,
203G,680468.5402,1305802.993,747.704,2,,,,,
203G,680468.5402,1305802.993,747.604,3,,,,,
203G,680468.5402,1305802.993,450,3,,,,,
204G,680498.8782,1321841.819,760,1,,,,,
204G,680498.8782,1321841.819,741.712,3,,,,,
204G,680498.8782,1321841.819,723.424,2,,,,,
204G,680498.8782,1321841.819,723.324,3,,,,,
204G,680498.8782,1321841.819,450,3,,,,,
205G,680516.4424,1323389.098,749,1,,,,,
205G,680516.4424,1323389.098,736.808,3,,,,,
205G,680516.4424,1323389.098,620.984,2,,,,,
205G,680516.4424,1323389.098,620.884,3,,,,,
205G,680516.4424,1323389.098,450,3,,,,,
206G,680525.7285,1314566.97,779,1,,,,,
206G,680525.7285,1314566.97,766.808,3,,,,,
206G,680525.7285,1314566.97,696.704,2,,,,,
206G,680525.7285,1314566.97,696.604,3,,,,,
206G,680525.7285,1314566.97,450,3,,,,,
207G,680537.1471,1340066.802,655,1,,,,,
207G,680537.1471,1340066.802,630.616,3,,,,,
207G,680537.1471,1340066.802,624.52,2,,,,,
207G,680537.1471,1340066.802,624.42,3,,,,,
207G,680537.1471,1340066.802,581.848,2,,,,,
207G,680537.1471,1340066.802,581.748,3,,,,,
207G,680537.1471,1340066.802,450,3,,,,,
208G,680562.4469,1315320.033,769,1,,,,,
208G,680562.4469,1315320.033,738.52,3,,,,,
208G,680562.4469,1315320.033,732.424,2,,,,,
208G,680562.4469,1315320.033,732.324,3,,,,,
208G,680562.4469,1315320.033,450,3,,,,,
209G,680594.3692,1327223.177,730,1,,,,,
209G,680594.3692,1327223.177,711.712,3,,,,,
209G,680594.3692,1327223.177,620.272,2,,,,,
209G,680594.3692,1327223.177,620.172,3,,,,,
209G,680594.3692,1327223.177,450,3,,,,,
210G,680653.4187,1336922.571,660,1,,,,,
210G,680653.4187,1336922.571,641.712,3,,,,,
210G,680653.4187,1336922.571,577.704,2,,,,,
210G,680653.4187,1336922.571,577.604,3,,,,,
210G,680653.4187,1336922.571,450,3,,,,,
211G,680660.6607,1301457.994,813,1,,,,,
211G,680660.6607,1301457.994,806.904,3,,,,,
211G,680660.6607,1301457.994,709.368,2,,,,,
211G,680660.6607,1301457.994,709.268,3,,,,,
211G,680660.6607,1301457.994,624.024,2,,,,,
211G,680660.6607,1301457.994,623.924,3,,,,,
211G,680660.6607,1301457.994,450,3,,,,,
212G,680692.9671,1294886.454,862,1,,,,,
212G,680692.9671,1294886.454,837.616,3,,,,,
212G,680692.9671,1294886.454,831.52,2,,,,,
212G,680692.9671,1294886.454,831.42,3,,,,,
212G,680692.9671,1294886.454,764.464,2,,,,,
212G,680692.9671,1294886.454,764.364,3,,,,,
212G,680692.9671,1294886.454,450,3,,,,,
213G,680724.7059,1318322.46,759,1,,,,,
213G,680724.7059,1318322.46,746.808,3,,,,,
213G,680724.7059,1318322.46,649.272,2,,,,,
213G,680724.7059,1318322.46,649.172,3,,,,,
213G,680724.7059,1318322.46,450,3,,,,,
214G,680738.4158,1310346.968,792,1,,,,,
214G,680738.4158,1310346.968,767.616,3,,,,,
214G,680738.4158,1310346.968,688.368,2,,,,,
214G,680738.4158,1310346.968,688.268,3,,,,,
214G,680738.4158,1310346.968,450,3,,,,,
215G,680743.7044,1330070.124,711,1,,,,,
215G,680743.7044,1330070.124,692.712,3,,,,,
215G,680743.7044,1330070.124,604.32,2,,,,,
215G,680743.7044,1330070.124,604.22,3,,,,,
215G,680743.7044,1330070.124,450,3,,,,,
216G,680756.2497,1317245.675,755,1,,,,,
216G,680756.2497,1317245.675,742.808,3,,,,,
216G,680756.2497,1317245.675,630.032,2,,,,,
216G,680756.2497,1317245.675,629.932,3,,,,,
216G,680756.2497,1317245.675,450,3,,,,,
217G,680807.4067,1313936.017,774,1,,,,,
217G,680807.4067,1313936.017,755.712,3,,,,,
217G,680807.4067,1313936.017,645.984,2,,,,,
217G,680807.4067,1313936.017,645.884,3,,,,,
217G,680807.4067,1313936.017,450,3,,,,,
218G,680823.3465,1325612.377,745,1,,,,,
218G,680823.3465,1325612.377,720.616,3,,,,,
218G,680823.3465,1325612.377,647.464,2,,,,,
218G,680823.3465,1325612.377,647.364,3,,,,,
218G,680823.3465,1325612.377,450,3,,,,,
219G,680850.5261,1331526.905,693,1,,,,,
219G,680850.5261,1331526.905,656.424,3,,,,,
219G,680850.5261,1331526.905,656.424,2,,,,,
219G,680850.5261,1331526.905,656.324,3,,,,,
219G,680850.5261,1331526.905,450,3,,,,,
220G,680881.6189,1296705.744,850,1,,,,,
220G,680881.6189,1296705.744,825.616,3,,,,,
220G,680881.6189,1296705.744,819.52,2,,,,,
220G,680881.6189,1296705.744,819.42,3,,,,,
220G,680881.6189,1296705.744,450,3,,,,,
221G,680903.291,1328443.828,717,1,,,,,
221G,680903.291,1328443.828,692.616,3,,,,,
221G,680903.291,1328443.828,588.984,2,,,,,
221G,680903.291,1328443.828,588.884,3,,,,,
221G,680903.291,1328443.828,450,3,,,,,
222G,680908.1001,1338856.033,652,1,,,,,
222G,680908.1001,1338856.033,627.616,3,,,,,
222G,680908.1001,1338856.033,578.848,2,,,,,
222G,680908.1001,1338856.033,578.748,3,,,,,
222G,680908.1001,1338856.033,450,3,,,,,
223G,680959.3881,1316815.232,757,1,,,,,
223G,680959.3881,1316815.232,729.568,3,,,,,
223G,680959.3881,1316815.232,720.424,2,,,,,
223G,680959.3881,1316815.232,720.324,3,,,,,
223G,680959.3881,1316815.232,450,3,,,,,
224G,680967.9638,1295994.995,845,1,,,,,
224G,680967.9638,1295994.995,820.616,3,,,,,
224G,680967.9638,1295994.995,820.516,2,,,,,
224G,680967.9638,1295994.995,808.424,3,,,,,
224G,680967.9638,1295994.995,716.984,2,,,,,
224G,680967.9638,1295994.995,716.884,3,,,,,
224G,680967.9638,1295994.995,450,3,,,,,
225G,680971.5289,1309532.341,798,1,,,,,
225G,680971.5289,1309532.341,779.712,3,,,,,
225G,680971.5289,1309532.341,660.84,2,,,,,
225G,680971.5289,1309532.341,660.74,3,,,,,
225G,680971.5289,1309532.341,450,3,,,,,
226G,680986.6962,1320813.07,751,1,,,,,
226G,680986.6962,1320813.07,726.616,3,,,,,
226G,680986.6962,1320813.07,720.52,2,,,,,
226G,680986.6962,1320813.07,720.42,3,,,,,
226G,680986.6962,1320813.07,450,3,,,,,
227G,680992.1844,1288886.65,939,1,,,,,
227G,680992.1844,1288886.65,914.616,3,,,,,
227G,680992.1844,1288886.65,783.552,2,,,,,
227G,680992.1844,1288886.65,783.452,3,,,,,
227G,680992.1844,1288886.65,450,3,,,,,
228G,681010.7769,1299009.724,831,1,,,,,
228G,681010.7769,1299009.724,818.808,3,,,,,
228G,681010.7769,1299009.724,718.224,2,,,,,
228G,681010.7769,1299009.724,718.124,3,,,,,
228G,681010.7769,1299009.724,645.072,2,,,,,
228G,681010.7769,1299009.724,644.972,3,,,,,
228G,681010.7769,1299009.724,450,3,,,,,
229G,681013.2758,1311848.171,784,1,,,,,
229G,681013.2758,1311848.171,753.52,3,,,,,
229G,681013.2758,1311848.171,701.704,2,,,,,
229G,681013.2758,1311848.171,701.604,3,,,,,
229G,681013.2758,1311848.171,649.888,2,,,,,
229G,681013.2758,1311848.171,649.788,3,,,,,
229G,681013.2758,1311848.171,450,3,,,,,
230G,681018.5938,1333036.54,678,1,,,,,
230G,681018.5938,1333036.54,647.52,3,,,,,
230G,681018.5938,1333036.54,641.424,2,,,,,
230G,681018.5938,1333036.54,641.324,3,,,,,
230G,681018.5938,1333036.54,450,3,,,,,
231G,681028.0168,1324204.414,742,1,,,,,
231G,681028.0168,1324204.414,729.808,3,,,,,
231G,681028.0168,1324204.414,644.464,2,,,,,
231G,681028.0168,1324204.414,644.364,3,,,,,
231G,681028.0168,1324204.414,629.224,2,,,,,
231G,681028.0168,1324204.414,629.124,3,,,,,
231G,681028.0168,1324204.414,450,3,,,,,
232G,681115.6714,1302095.163,793,1,,,,,
232G,681115.6714,1302095.163,774.712,3,,,,,
232G,681115.6714,1302095.163,634.504,2,,,,,
232G,681115.6714,1302095.163,634.404,3,,,,,
232G,681115.6714,1302095.163,450,3,,,,,
233G,681217.0921,1301144.044,809,1,,,,,
233G,681217.0921,1301144.044,790.712,3,,,,,
233G,681217.0921,1301144.044,726.704,2,,,,,
233G,681217.0921,1301144.044,726.604,3,,,,,
233G,681217.0921,1301144.044,684.032,2,,,,,
233G,681217.0921,1301144.044,683.932,3,,,,,
233G,681217.0921,1301144.044,450,3,,,,,
234G,681229.87,1334449.397,675,1,,,,,
234G,681229.87,1334449.397,650.616,3,,,,,
234G,681229.87,1334449.397,592.704,2,,,,,
234G,681229.87,1334449.397,592.704,3,,,,,
234G,681229.87,1334449.397,592.604,2,,,,,
234G,681229.87,1334449.397,592.604,3,,,,,
234G,681229.87,1334449.397,450,3,,,,,
235G,681309.9171,1319489.841,752,1,,,,,
235G,681309.9171,1319489.841,733.712,3,,,,,
235G,681309.9171,1319489.841,703.232,2,,,,,
235G,681309.9171,1319489.841,703.132,3,,,,,
235G,681309.9171,1319489.841,669.704,2,,,,,
235G,681309.9171,1319489.841,669.604,3,,,,,
235G,681309.9171,1319489.841,450,3,,,,,
236G,681328.3708,1312336.978,785,1,,,,,
236G,681328.3708,1312336.978,772.808,3,,,,,
236G,681328.3708,1312336.978,675.272,2,,,,,
236G,681328.3708,1312336.978,675.172,3,,,,,
236G,681328.3708,1312336.978,450,3,,,,,
237G,681370.9888,1295528.712,858,1,,,,,
237G,681370.9888,1295528.712,833.616,3,,,,,
237G,681370.9888,1295528.712,833.616,2,,,,,
237G,681370.9888,1295528.712,833.516,3,,,,,
237G,681370.9888,1295528.712,450,3,,,,,
238G,681374.9565,1296857.253,834,1,,,,,
238G,681374.9565,1296857.253,809.616,3,,,,,
238G,681374.9565,1296857.253,806.568,2,,,,,
238G,681374.9565,1296857.253,806.468,3,,,,,
238G,681374.9565,1296857.253,450,3,,,,,
239G,681386.2017,1303633.844,814,1,,,,,
239G,681386.2017,1303633.844,789.616,3,,,,,
239G,681386.2017,1303633.844,777.424,2,,,,,
239G,681386.2017,1303633.844,777.324,3,,,,,
239G,681386.2017,1303633.844,740.848,2,,,,,
239G,681386.2017,1303633.844,740.748,3,,,,,
239G,681386.2017,1303633.844,450,3,,,,,
240G,681393.3192,1329247.193,707,1,,,,,
240G,681393.3192,1329247.193,685.664,3,,,,,
240G,681393.3192,1329247.193,624.704,2,,,,,
240G,681393.3192,1329247.193,624.604,3,,,,,
240G,681393.3192,1329247.193,450,3,,,,,
241G,681394.6384,1294255.499,887,1,,,,,
241G,681394.6384,1294255.499,862.616,3,,,,,
241G,681394.6384,1294255.499,716.312,2,,,,,
241G,681394.6384,1294255.499,716.212,3,,,,,
241G,681394.6384,1294255.499,450,3,,,,,
242G,681413.2174,1322489.18,744,1,,,,,
242G,681413.2174,1322489.18,725.712,3,,,,,
242G,681413.2174,1322489.18,689.136,2,,,,,
242G,681413.2174,1322489.18,689.036,3,,,,,
242G,681413.2174,1322489.18,634.272,2,,,,,
242G,681413.2174,1322489.18,634.172,3,,,,,
242G,681413.2174,1322489.18,450,3,,,,,
243G,681440.3925,1336126.118,671,1,,,,,
243G,681440.3925,1336126.118,640.52,3,,,,,
243G,681440.3925,1336126.118,634.424,2,,,,,
243G,681440.3925,1336126.118,634.324,3,,,,,
243G,681440.3925,1336126.118,450,3,,,,,
244G,681454.2646,1326613.191,731,1,,,,,
244G,681454.2646,1326613.191,712.712,3,,,,,
244G,681454.2646,1326613.191,648.704,2,,,,,
244G,681454.2646,1326613.191,648.604,3,,,,,
244G,681454.2646,1326613.191,633.464,2,,,,,
244G,681454.2646,1326613.191,633.364,3,,,,,
244G,681454.2646,1326613.191,450,3,,,,,
245G,681455.6567,1296365.492,840,1,,,,,
245G,681455.6567,1296365.492,809.52,3,,,,,
245G,681455.6567,1296365.492,803.424,2,,,,,
245G,681455.6567,1296365.492,803.324,3,,,,,
245G,681455.6567,1296365.492,450,3,,,,,
246G,681486.4146,1316163.559,774,1,,,,,
246G,681486.4146,1316163.559,749.616,3,,,,,
246G,681486.4146,1316163.559,746.568,2,,,,,
246G,681486.4146,1316163.559,746.468,3,,,,,
246G,681486.4146,1316163.559,450,3,,,,,
247G,681494.1872,1317677.065,751,1,,,,,
247G,681494.1872,1317677.065,726.616,3,,,,,
247G,681494.1872,1317677.065,696.136,2,,,,,
247G,681494.1872,1317677.065,696.036,3,,,,,
247G,681494.1872,1317677.065,450,3,,,,,
248G,681509.7758,1338064.957,645,1,,,,,
248G,681509.7758,1338064.957,626.712,3,,,,,
248G,681509.7758,1338064.957,562.704,2,,,,,
248G,681509.7758,1338064.957,562.604,3,,,,,
248G,681509.7758,1338064.957,450,3,,,,,
249G,681511.6247,1301637,797,1,,,,,
249G,681511.6247,1301637,784.808,3,,,,,
249G,681511.6247,1301637,638.504,2,,,,,
249G,681511.6247,1301637,638.404,3,,,,,
249G,681511.6247,1301637,450,3,,,,,
250G,681516.1957,1300301.583,817,1,,,,,
250G,681516.1957,1300301.583,792.616,3,,,,,
250G,681516.1957,1300301.583,688.984,2,,,,,
250G,681516.1957,1300301.583,688.884,3,,,,,
250G,681516.1957,1300301.583,450,3,,,,,
251G,681547.5921,1294953.095,879,1,,,,,
251G,681547.5921,1294953.095,866.808,3,,,,,
251G,681547.5921,1294953.095,738.792,2,,,,,
251G,681547.5921,1294953.095,738.692,3,,,,,
251G,681547.5921,1294953.095,450,3,,,,,
252G,681564.4927,1339215.578,681,1,,,,,
252G,681564.4927,1339215.578,659.664,3,,,,,
252G,681564.4927,1339215.578,601.752,2,,,,,
252G,681564.4927,1339215.578,601.652,3,,,,,
252G,681564.4927,1339215.578,450,3,,,,,
253G,681588.7939,1330598.805,689,1,,,,,
253G,681588.7939,1330598.805,679.856,3,,,,,
253G,681588.7939,1330598.805,591.464,2,,,,,
253G,681588.7939,1330598.805,591.364,3,,,,,
253G,681588.7939,1330598.805,450,3,,,,,
254G,681598.6381,1311033.124,777,1,,,,,
254G,681598.6381,1311033.124,755.664,3,,,,,
254G,681598.6381,1311033.124,618.504,2,,,,,
254G,681598.6381,1311033.124,618.404,3,,,,,
254G,681598.6381,1311033.124,450,3,,,,,
255G,681601.9882,1313699.839,767,1,,,,,
255G,681601.9882,1313699.839,742.616,3,,,,,
255G,681601.9882,1313699.839,712.136,2,,,,,
255G,681601.9882,1313699.839,712.036,3,,,,,
255G,681601.9882,1313699.839,450,3,,,,,
256G,681608.686,1298647.317,812,1,,,,,
256G,681608.686,1298647.317,787.616,3,,,,,
256G,681608.686,1298647.317,729.704,2,,,,,
256G,681608.686,1298647.317,729.604,3,,,,,
256G,681608.686,1298647.317,450,3,,,,,
257G,681612.6011,1287880.948,924,1,,,,,
257G,681612.6011,1287880.948,905.712,3,,,,,
257G,681612.6011,1287880.948,841.704,2,,,,,
257G,681612.6011,1287880.948,841.604,3,,,,,
257G,681612.6011,1287880.948,450,3,,,,,
258G,681613.7952,1307018.216,804,1,,,,,
258G,681613.7952,1307018.216,779.616,3,,,,,
258G,681613.7952,1307018.216,675.984,2,,,,,
258G,681613.7952,1307018.216,675.884,3,,,,,
258G,681613.7952,1307018.216,450,3,,,,,
259G,681633.8196,1332351.153,683,1,,,,,
259G,681633.8196,1332351.153,658.616,3,,,,,
259G,681633.8196,1332351.153,600.704,2,,,,,
259G,681633.8196,1332351.153,600.604,3,,,,,
259G,681633.8196,1332351.153,450,3,,,,,
260G,681674.5689,1299435.279,821,1,,,,,
260G,681674.5689,1299435.279,814.904,3,,,,,
260G,681674.5689,1299435.279,711.272,2,,,,,
260G,681674.5689,1299435.279,711.172,3,,,,,
260G,681674.5689,1299435.279,450,3,,,,,
261G,681704.5276,1309278.419,794,1,,,,,
261G,681704.5276,1309278.419,772.664,3,,,,,
261G,681704.5276,1309278.419,711.704,2,,,,,
261G,681704.5276,1309278.419,711.604,3,,,,,
261G,681704.5276,1309278.419,629.408,2,,,,,
261G,681704.5276,1309278.419,629.308,3,,,,,
261G,681704.5276,1309278.419,450,3,,,,,
262G,681715.0281,1334735.987,670,1,,,,,
262G,681715.0281,1334735.987,645.616,3,,,,,
262G,681715.0281,1334735.987,642.568,2,,,,,
262G,681715.0281,1334735.987,642.468,3,,,,,
262G,681715.0281,1334735.987,450,3,,,,,
263G,681756.6646,1296539.09,839,1,,,,,
263G,681756.6646,1296539.09,814.616,3,,,,,
263G,681756.6646,1296539.09,811.568,2,,,,,
263G,681756.6646,1296539.09,811.468,3,,,,,
263G,681756.6646,1296539.09,450,3,,,,,
264G,681813.478,1310559.775,784,1,,,,,
264G,681813.478,1310559.775,765.712,3,,,,,
264G,681813.478,1310559.775,613.312,2,,,,,
264G,681813.478,1310559.775,613.212,3,,,,,
264G,681813.478,1310559.775,450,3,,,,,
265G,681834.5889,1323067.062,737,1,,,,,
265G,681834.5889,1323067.062,724.808,3,,,,,
265G,681834.5889,1323067.062,627.272,2,,,,,
265G,681834.5889,1323067.062,627.172,3,,,,,
265G,681834.5889,1323067.062,608.984,2,,,,,
265G,681834.5889,1323067.062,608.884,3,,,,,
265G,681834.5889,1323067.062,450,3,,,,,
266G,681868.7451,1289109.496,933,1,,,,,
266G,681868.7451,1289109.496,908.616,3,,,,,
266G,681868.7451,1289109.496,859.848,2,,,,,
266G,681868.7451,1289109.496,859.748,3,,,,,
266G,681868.7451,1289109.496,808.032,2,,,,,
266G,681868.7451,1289109.496,807.932,3,,,,,
266G,681868.7451,1289109.496,450,3,,,,,
267G,681943.883,1338876.298,661,1,,,,,
267G,681943.883,1338876.298,642.712,3,,,,,
267G,681943.883,1338876.298,578.704,2,,,,,
267G,681943.883,1338876.298,578.604,3,,,,,
267G,681943.883,1338876.298,450,3,,,,,
268G,681946.553,1313070.586,774,1,,,,,
268G,681946.553,1313070.586,761.808,3,,,,,
268G,681946.553,1313070.586,670.368,2,,,,,
268G,681946.553,1313070.586,670.268,3,,,,,
268G,681946.553,1313070.586,615.504,2,,,,,
268G,681946.553,1313070.586,615.404,3,,,,,
268G,681946.553,1313070.586,450,3,,,,,
269G,681948.2023,1321112.354,745,1,,,,,
269G,681948.2023,1321112.354,720.616,3,,,,,
269G,681948.2023,1321112.354,677.944,2,,,,,
269G,681948.2023,1321112.354,677.844,3,,,,,
269G,681948.2023,1321112.354,671.848,2,,,,,
269G,681948.2023,1321112.354,671.748,3,,,,,
269G,681948.2023,1321112.354,450,3,,,,,
270G,682029.9449,1314322.281,764,1,,,,,
270G,682029.9449,1314322.281,745.712,3,,,,,
270G,682029.9449,1314322.281,681.704,2,,,,,
270G,682029.9449,1314322.281,681.604,3,,,,,
270G,682029.9449,1314322.281,450,3,,,,,
271G,682156.6184,1324434.458,728,1,,,,,
271G,682156.6184,1324434.458,715.808,3,,,,,
271G,682156.6184,1324434.458,603.032,2,,,,,
271G,682156.6184,1324434.458,602.932,3,,,,,
271G,682156.6184,1324434.458,450,3,,,,,
272G,682173.6104,1302055.368,806,1,,,,,
272G,682173.6104,1302055.368,781.616,3,,,,,
272G,682173.6104,1302055.368,696.272,2,,,,,
272G,682173.6104,1302055.368,696.172,3,,,,,
272G,682173.6104,1302055.368,450,3,,,,,
273G,682180.3423,1318925.881,737,1,,,,,
273G,682180.3423,1318925.881,712.616,3,,,,,
273G,682180.3423,1318925.881,669.944,2,,,,,
273G,682180.3423,1318925.881,669.844,3,,,,,
273G,682180.3423,1318925.881,663.848,2,,,,,
273G,682180.3423,1318925.881,663.748,3,,,,,
273G,682180.3423,1318925.881,450,3,,,,,
274G,682226.0151,1298977.146,806,1,,,,,
274G,682226.0151,1298977.146,793.808,3,,,,,
274G,682226.0151,1298977.146,677.984,2,,,,,
274G,682226.0151,1298977.146,677.884,3,,,,,
274G,682226.0151,1298977.146,586.544,2,,,,,
274G,682226.0151,1298977.146,586.444,3,,,,,
274G,682226.0151,1298977.146,450,3,,,,,
275G,682275.5369,1335438.611,668,1,,,,,
275G,682275.5369,1335438.611,655.808,3,,,,,
275G,682275.5369,1335438.611,585.704,2,,,,,
275G,682275.5369,1335438.611,585.604,3,,,,,
275G,682275.5369,1335438.611,450,3,,,,,
276G,682316.7676,1296164.342,856,1,,,,,
276G,682316.7676,1296164.342,843.808,3,,,,,
276G,682316.7676,1296164.342,743.224,2,,,,,
276G,682316.7676,1296164.342,743.124,3,,,,,
276G,682316.7676,1296164.342,450,3,,,,,
277G,682355.5193,1300167.674,824,1,,,,,
277G,682355.5193,1300167.674,805.712,3,,,,,
277G,682355.5193,1300167.674,775.232,2,,,,,
277G,682355.5193,1300167.674,775.132,3,,,,,
277G,682355.5193,1300167.674,695.984,2,,,,,
277G,682355.5193,1300167.674,695.884,3,,,,,
277G,682355.5193,1300167.674,450,3,,,,,
278G,682393.4547,1329863.741,699,1,,,,,
278G,682393.4547,1329863.741,674.616,3,,,,,
278G,682393.4547,1329863.741,616.704,2,,,,,
278G,682393.4547,1329863.741,616.604,3,,,,,
278G,682393.4547,1329863.741,450,3,,,,,
279G,682456.0115,1308086.13,788,1,,,,,
279G,682456.0115,1308086.13,763.616,3,,,,,
279G,682456.0115,1308086.13,705.704,2,,,,,
279G,682456.0115,1308086.13,705.604,3,,,,,
279G,682456.0115,1308086.13,678.272,2,,,,,
279G,682456.0115,1308086.13,678.172,3,,,,,
279G,682456.0115,1308086.13,450,3,,,,,
280G,682488.1163,1338425.013,646,1,,,,,
280G,682488.1163,1338425.013,627.712,3,,,,,
280G,682488.1163,1338425.013,591.136,2,,,,,
280G,682488.1163,1338425.013,591.036,3,,,,,
280G,682488.1163,1338425.013,450,3,,,,,
281G,682505.427,1288658.055,920,1,,,,,
281G,682505.427,1288658.055,901.712,3,,,,,
281G,682505.427,1288658.055,791.984,2,,,,,
281G,682505.427,1288658.055,791.884,3,,,,,
281G,682505.427,1288658.055,450,3,,,,,
282G,682514.0406,1313718.434,760,1,,,,,
282G,682514.0406,1313718.434,747.808,3,,,,,
282G,682514.0406,1313718.434,662.464,2,,,,,
282G,682514.0406,1313718.434,662.364,3,,,,,
282G,682514.0406,1313718.434,628.936,2,,,,,
282G,682514.0406,1313718.434,628.836,3,,,,,
282G,682514.0406,1313718.434,450,3,,,,,
283G,682524.9945,1295104.594,883,1,,,,,
283G,682524.9945,1295104.594,876.904,3,,,,,
283G,682524.9945,1295104.594,754.984,2,,,,,
283G,682524.9945,1295104.594,754.884,3,,,,,
283G,682524.9945,1295104.594,450,3,,,,,
284G,682531.7257,1310112.066,777,1,,,,,
284G,682531.7257,1310112.066,755.664,3,,,,,
284G,682531.7257,1310112.066,572.784,2,,,,,
284G,682531.7257,1310112.066,572.684,3,,,,,
284G,682531.7257,1310112.066,450,3,,,,,
285G,682559.3922,1331250.875,690,1,,,,,
285G,682559.3922,1331250.875,680.856,3,,,,,
285G,682559.3922,1331250.875,565.032,2,,,,,
285G,682559.3922,1331250.875,564.932,3,,,,,
285G,682559.3922,1331250.875,450,3,,,,,
286G,682563.3814,1304201.39,827,1,,,,,
286G,682563.3814,1304201.39,814.808,3,,,,,
286G,682563.3814,1304201.39,726.416,2,,,,,
286G,682563.3814,1304201.39,726.316,3,,,,,
286G,682563.3814,1304201.39,450,3,,,,,
287G,682574.4062,1312439.617,769,1,,,,,
287G,682574.4062,1312439.617,744.616,3,,,,,
287G,682574.4062,1312439.617,640.984,2,,,,,
287G,682574.4062,1312439.617,640.884,3,,,,,
287G,682574.4062,1312439.617,450,3,,,,,
288G,682585.6157,1287968.302,912,1,,,,,
288G,682585.6157,1287968.302,887.616,3,,,,,
288G,682585.6157,1287968.302,887.616,2,,,,,
288G,682585.6157,1287968.302,887.516,3,,,,,
288G,682585.6157,1287968.302,802.272,2,,,,,
288G,682585.6157,1287968.302,802.172,3,,,,,
288G,682585.6157,1287968.302,450,3,,,,,
289G,682586.394,1328538.667,712,1,,,,,
289G,682586.394,1328538.667,690.664,3,,,,,
289G,682586.394,1328538.667,583.984,2,,,,,
289G,682586.394,1328538.667,583.884,3,,,,,
289G,682586.394,1328538.667,450,3,,,,,
290G,682629.6578,1319933.598,729,1,,,,,
290G,682629.6578,1319933.598,704.616,3,,,,,
290G,682629.6578,1319933.598,692.424,2,,,,,
290G,682629.6578,1319933.598,692.324,3,,,,,
290G,682629.6578,1319933.598,674.136,2,,,,,
290G,682629.6578,1319933.598,674.036,3,,,,,
290G,682629.6578,1319933.598,450,3,,,,,
291G,682684.5889,1315512.599,749,1,,,,,
291G,682684.5889,1315512.599,730.712,3,,,,,
291G,682684.5889,1315512.599,660.608,2,,,,,
291G,682684.5889,1315512.599,660.508,3,,,,,
291G,682684.5889,1315512.599,639.272,2,,,,,
291G,682684.5889,1315512.599,639.172,3,,,,,
291G,682684.5889,1315512.599,450,3,,,,,
292G,682693.5921,1297333.088,828,1,,,,,
292G,682693.5921,1297333.088,806.664,3,,,,,
292G,682693.5921,1297333.088,800.568,2,,,,,
292G,682693.5921,1297333.088,800.468,3,,,,,
292G,682693.5921,1297333.088,450,3,,,,,
293G,682711.5858,1311450.713,772,1,,,,,
293G,682711.5858,1311450.713,753.712,3,,,,,
293G,682711.5858,1311450.713,662.272,2,,,,,
293G,682711.5858,1311450.713,662.172,3,,,,,
293G,682711.5858,1311450.713,656.176,2,,,,,
293G,682711.5858,1311450.713,656.076,3,,,,,
293G,682711.5858,1311450.713,450,3,,,,,
294G,682766.5343,1334768.799,673,1,,,,,
294G,682766.5343,1334768.799,651.664,3,,,,,
294G,682766.5343,1334768.799,618.136,2,,,,,
294G,682766.5343,1334768.799,618.036,3,,,,,
294G,682766.5343,1334768.799,450,3,,,,,
295G,682772.7567,1300732.104,809,1,,,,,
295G,682772.7567,1300732.104,790.712,3,,,,,
295G,682772.7567,1300732.104,754.136,2,,,,,
295G,682772.7567,1300732.104,754.036,3,,,,,
